  13  1.27 0.82 1.02 0.75
  14  1.21 1.05 0.85 0.71
  15  1.50 1.03 1.04 0.77
  16  1.34 1.02 0.86 0.79
  17  1.43 1.02 0.97 0.73
  18  1.42 0.99 0.86 0.61
  19  1.30 0.83 1.09 0.64
  20  1.61 0.88 0.89 0.77
  21  1.48 0.93 1.00 0.75
  22  1.29 1.07 1.12 0.74
  23  1.03 0.62 0.77 0.44
  24  1.04 0.58 0.98 0.55
  25  1.21 0.58 0.84 0.49
  26  1.29 0.51 0.98 0.52
  27  1.11 0.63 0.88 0.57
  28  1.26 0.58 0.82 0.53
  29  1.27 0.54 0.92 0.53
  30  1.21 0.53 0.94 0.57
  31  1.02 0.54 1.01 0.46
  32  1.25 0.59 0.82 0.57
  33  1.11 0.59 0.85 0.53
  34  1.01 0.57 1.01 0.47
  35  1.18 0.56 0.96 0.46
  36  1.77 0.83 1.08 0.56
  37  1.40 0.85 1.12 0.70
  38  1.52 0.78 1.22 0.68
  39  1.39 0.76 1.01 0.69
  40  1.63 0.84 1.30 0.70
  41  1.59 0.94 1.07 0.57
  42  1.44 0.73 1.19 0.72
  43  1.34 0.75 1.16 0.72
  44  1.46 0.85 1.02 0.57
  45  1.78 0.96 1.00 0.73
  46  1.61 0.94 1.16 0.64
  47  1.54 0.89 1.05 0.55
  48  1.46 0.90 1.07 0.67
  49  1.45 0.59 0.88 0.47
  50  1.41 0.61 0.88 0.53
  51  1.44 0.71 0.83 0.50
  52  1.41 0.69 0.72 0.54
[*,*,S8] : Ziemniaki Kapusta Buraki Marchew :=
  1  1.34 0.71 0.76 0.50
  2  1.23 0.71 0.74 0.50
  3  1.46 0.58 0.95 0.47
  4  1.41 0.73 0.85 0.51
  5  1.41 0.66 0.79 0.50
  6  1.38 0.73 0.91 0.47
  7  1.39 0.60 0.85 0.41
  8  1.20 0.65 0.81 0.51
  9  1.23 0.66 0.77 0.46
  10  1.29 0.81 1.01 0.74
  11  1.46 0.92 0.95 0.78
  12  1.42 0.92 0.84 0.67
  13  1.36 0.90 1.01 0.71
  14  1.45 1.00 1.07 0.75
  15  1.60 0.79 0.89 0.60
  16  1.47 1.04 0.91 0.79
  17  1.22 1.05 0.94 0.62
  18  1.40 0.86 0.92 0.66
  19  1.54 0.94 0.93 0.73
  20  1.50 0.86 0.96 0.62
  21  1.27 0.98 0.89 0.71
  22  1.50 0.82 1.00 0.65
  23  1.28 0.59 0.96 0.52
  24  0.97 0.61 1.00 0.53
  25  1.23 0.66 0.81 0.47
  26  1.16 0.57 0.97 0.57
  27  1.08 0.54 0.96 0.48
  28  1.24 0.58 0.93 0.45
  29  1.17 0.58 0.91 0.46
  30  1.21 0.65 0.81 0.45
  31  0.97 0.62 0.91 0.52
  32  1.04 0.57 0.91 0.51
  33  1.29 0.53 0.94 0.50
  34  1.10 0.63 0.93 0.59
  35  1.00 0.52 0.94 0.52
  36  1.44 0.74 1.03 0.72
  37  1.41 0.80 1.08 0.61
  38  1.35 0.85 1.03 0.70
  39  1.43 0.85 1.31 0.67
  40  1.56 0.80 1.12 0.67
  41  1.78 0.88 1.20 0.68
  42  1.53 0.73 1.20 0.73
  43  1.40 0.89 1.07 0.65
  44  1.36 0.83 1.27 0.61
  45  1.63 0.92 1.33 0.59
  46  1.50 0.76 1.35 0.72
  47  1.57 0.93 1.19 0.66
  48  1.36 0.91 1.05 0.70
  49  1.37 0.72 0.72 0.45
  50  1.18 0.65 0.73 0.54
  51  1.29 0.64 0.81 0.47
  52  1.31 0.68 0.94 0.48
[*,*,S9] : Ziemniaki Kapusta Buraki Marchew :=
  1  1.45 0.75 0.76 0.54
  2  1.12 0.74 0.80 0.53
  3  1.41 0.74 0.91 0.45
  4  1.11 0.66 0.75 0.51
  5  1.21 0.77 0.87 0.53
  6  1.13 0.75 0.94 0.48
  7  1.31 0.73 0.75 0.48
  8  1.23 0.60 0.80 0.42
  9  1.09 0.60 0.95 0.49
  10  1.61 0.91 0.93 0.71
  11  1.38 0.82 1.02 0.64
  12  1.46 0.97 0.88 0.61
  13  1.53 0.92 0.85 0.81
  14  1.22 0.98 1.12 0.65
  15  1.26 0.82 0.92 0.62
  16  1.49 0.81 0.98 0.81
  17  1.54 0.96 0.92 0.73
  18  1.42 0.91 0.87 0.79
  19  1.39 0.84 0.94 0.69
  20  1.55 0.99 1.06 0.60
  21  1.37 0.92 0.84 0.65
  22  1.52 0.83 0.99 0.64
  23  0.96 0.54 1.01 0.56
  24  1.28 0.59 0.78 0.52
  25  1.11 0.65 0.78 0.51
  26  1.01 0.56 0.95 0.51
  27  1.08 0.57 0.87 0.56
  28  1.26 0.67 0.96 0.48
  29  1.19 0.58 0.82 0.56
  30  0.97 0.66 0.87 0.53
  31  1.18 0.66 0.92 0.53
  32  0.98 0.59 0.79 0.55
  33  1.13 0.62 0.76 0.45
  34  1.20 0.51 0.77 0.44
  35  1.28 0.63 0.84 0.48
  36  1.48 0.91 1.24 0.58
  37  1.40 0.74 1.23 0.69
  38  1.44 0.72 1.03 0.73
  39  1.45 0.91 1.22 0.62
  40  1.41 0.75 1.22 0.69
  41  1.62 0.85 1.02 0.73
  42  1.69 0.79 1.35 0.66
  43  1.59 0.91 1.29 0.67
  44  1.38 0.80 1.33 0.59
  45  1.49 0.83 1.16 0.66
  46  1.76 0.78 1.04 0.58
  47  1.73 0.88 1.10 0.70
  48  1.72 0.93 1.33 0.59
  49  1.36 0.67 0.92 0.51
  50  1.37 0.71 0.75 0.49
  51  1.45 0.76 0.72 0.43
  52  1.13 0.72 0.91 0.44
[*,*,S10] : Ziemniaki Kapusta Buraki Marchew :=
  1  1.27 0.74 0.89 0.49
  2  1.30 0.68 0.78 0.49
  3  1.34 0.75 0.87 0.52
  4  1.14 0.67 0.71 0.44
  5  1.35 0.77 0.73 0.47
  6  1.38 0.61 0.85 0.51
  7  1.31 0.61 0.80 0.52
  8  1.29 0.57 0.90 0.41
  9  1.36 0.61 0.95 0.46
  10  1.34 0.83 0.92 0.78
  11  1.62 0.89 0.97 0.75
  12  1.57 0.95 0.95 0.69
  13  1.49 0.79 1.02 0.67
  14  1.53 0.81 1.01 0.70
  15  1.47 0.81 1.01 0.72
  16  1.43 0.96 1.03 0.77
  17  1.31 1.02 0.98 0.61
  18  1.22 0.88 1.07 0.75
  19  1.53 0.93 0.96 0.63
  20  1.34 0.91 0.86 0.64
  21  1.45 0.99 1.13 0.80
  22  1.47 0.91 1.02 0.76
  23  1.00 0.57 0.97 0.49
  24  1.15 0.61 0.80 0.49
  25  1.07 0.51 0.76 0.56
  26  1.05 0.59 0.83 0.58
  27  1.05 0.58 0.98 0.56
  28  1.02 0.64 0.87 0.51
  29  1.00 0.52 0.94 0.51
  30  1.11 0.63 0.95 0.46
  31  1.16 0.53 0.95 0.54
  32  1.28 0.51 0.77 0.48
  33  1.05 0.55 0.99 0.47
  34  1.05 0.64 0.87 0.55
  35  0.98 0.59 0.76 0.44
  36  1.74 0.75 1.19 0.62
  37  1.48 0.94 1.01 0.67
  38  1.76 0.86 1.33 0.55
  39  1.51 0.78 1.26 0.73
  40  1.44 0.88 1.07 0.65
  41  1.53 0.96 1.22 0.61
  42  1.37 0.76 1.08 0.59
  43  1.71 0.86 1.19 0.57
  44  1.72 0.90 1.03 0.68
  45  1.57 0.74 1.16 0.64
  46  1.39 0.96 1.30 0.67
  47  1.53 0.82 1.23 0.65
  48  1.35 0.85 1.29 0.63
  49  1.10 0.73 0.76 0.45
  50  1.14 0.64 0.90 0.48
  51  1.16 0.75 0.93 0.53
  52  1.17 0.67 0.96 0.52
